label,email_text,email_text_clean
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind missed train cos asthma attack nxt one half hr driving sure park
ham,No..but heard abt tat..,nobut heard abt tat
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe miiiiiiissssssssss need crave geeee im sad without babe love
ham,IM LATE TELLMISS IM ON MY WAY,im late tellmiss im way
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u 4goten bout scammers getting smartthough regular vodafone respond get prem rate msgsubscription nos used also beware
ham,Mm you ask him to come its enough :-),mm ask come enough
ham,"Its ok., i just askd did u knw tht no?",ok askd u knw tht
ham,Hello! Good week? Fancy a drink or something later?,hello good week fancy drink something later
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin ltgt dollars shoul pay ltgt ltgt
ham,I know that my friend already told that.,know friend already told
spam,"Refund Confirmation Required

You are eligible for a refund from eBay, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://google-account-security.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
eBay Refunds Team",refund confirmation requiredyou are eligible for a refund from ebay but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyebay refunds team
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,im driving raining ill get caught e mrt station lor
spam,"Security Alert

We detected a new sign-in to your Google account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://amazon-billing-center.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Google Security Operations",security alertwe detected a new signin to your google account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datagoogle security operations
spam,"Customs Clearance Required

Your international package handled by DPD is being held by customs due to unpaid import fees.

To release your shipment and avoid penalties, complete the payment via the secure link:

https://fedex-reschedule-center.com/customs-clearance

If you ignore this notice, additional storage and legal fees may be applied to your account.

Thank you,
DPD Customs Processing Center",customs clearance requiredyour international package handled by dpd is being held by customs due to unpaid import feesto release your shipment and avoid penalties complete the payment via the secure link you ignore this notice additional storage and legal fees may be applied to your accountthank youdpd customs processing center
ham,Hey what are you doing. Y no reply pa..,hey reply pa
ham,Still work going on:)it is very small house.,still work going onit small house
ham,Anything lor... U decide...,anything lor u decide
ham,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
ham,Headin towards busetop,headin towards busetop
ham,Yes! How is a pretty lady like you single?,yes pretty lady like single
ham,They will pick up and drop in car.so no problem..,pick drop carso problem
ham,"She was supposed to be but couldn't make it, she's still in town though",supposed couldnt make shes still town though
ham,Bring home some Wendy =D,bring home wendy
ham,No break time one... How... I come out n get my stuff fr Ì_?,break time one come n get stuff fr ì_
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,im saying havent explicitly told nora know someone im probably gonna bother
ham,Having lunch:)you are not in online?why?,lunchyou onlinewhy
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",found diff farm shop buy cheese way back call
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",england v macedonia dont miss goalsteam news txt ur national team 87077 eg england 87077 trywales scotland 4txtì¼120 poboxox36504w45wq 16
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm imagine youve come home rub feet make dinner help get ready date sure ready kind life
ham,Its going good...no problem..but still need little experience to understand american customer voice...,going goodno problembut still need little experience understand american customer voice
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys dolls last night patrick swayze great
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx
ham,Nope... Juz off from work...,nope juz work
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent mobile number awarded å2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,Hui xin is in da lib.,hui xin da lib
ham,No did you check? I got his detailed message now,check got detailed message
spam,"Refund Confirmation Required

You are eligible for a refund from Facebook, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://google-account-security.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Facebook Refunds Team",refund confirmation requiredyou are eligible for a refund from facebook but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyfacebook refunds team
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello baby get back moms setting computer filling belly goes loverboy miss already sighs
ham,Do you think i can move  &lt;#&gt;  in a week,think move ltgt week
ham,No no:)this is kallis home ground.amla home town is durban:),nothis kallis home groundamla home town durban
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello need posh birds chaps user trial prods champneys put need address dob asap ta r
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheers lou yeah goodnite shame u neva came c ya gailxx
ham,Wish i were with you now!,wish
ham,Ok how you dear. Did you call chechi,ok dear call chechi
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,sending greetings joy happiness gr8 evening
ham,Ya even those cookies have jelly on them,ya even cookies jelly
ham,And miss vday the parachute and double coins??? U must not know me very well...,miss vday parachute double coins u must know well
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,im going bath msg next ltgt min
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
spam,"Package On Hold

Your recent TCS shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://dhl-pay-fee-delivery.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
TCS Customer Service",package on holdyour recent tcs shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardstcs customer service
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,link picture sent also use URL
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,iûll look frying pan case itûs cheap book perhaps thatûs silly frying pan isnût likely book
ham,"Come round, it's . ",come round
ham,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot 2 tell u
ham,I'm aight. Wat's happening on your side.,im aight wats happening side
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Amazon subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://google-account-security.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Amazon Billing Department",notice payment failurewe were unable to process your recent payment for your amazon subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestamazon billing department
ham,Sorry da. I gone mad so many pending works what to do.,sorry da gone mad many pending works
ham,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come dont new pictures facebook
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey guy know breathing neck get bud anyway youd able get half track usf tonight
ham,I will once i get home,get home
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,getting threats sales executive shifad raised complaint official message
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,im turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see u u get home love u
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv
ham,"That's fine, I'll bitch at you about it later then",thats fine ill bitch later
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",way ive put skip right outside front house see house pull
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
ham,I'm now but have to wait till 2 for the bus to pick me.,im wait till 2 bus pick
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorry earlier putting firesare around talk 9 actually life lol
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",hello got st andrewsboy long way cold keep posted
ham,Great comedy..cant stop laughing da:),great comedycant stop laughing da
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,im boat still moms check yo im half naked
ham,Then she dun believe wat?,dun believe wat
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan
ham,MMM ... Fuck .... Merry Christmas to me,mmm fuck merry christmas
spam,"Dear Customer,

We have detected unusual activity on your Uber account related to billing information mismatch. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://secure-ms-login.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
Uber Security Team",dear customerwe have detected unusual activity on your uber account related to billing information mismatch as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank youuber security team
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spending new years brother family lets plan meet next week ready spoiled
ham,Your right! I'll make the appointment right now.,right ill make appointment right
ham,What's your room number again? Wanna make sure I'm knocking on the right door,whats room number wanna make sure im knocking right door
ham,After the drug she will be able to eat.,drug able eat
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,take post come must 1000s texts happy reading one wiv hello caroline end favourite bless
ham,"Mah b, I'll pick it up tomorrow",mah b ill pick tomorrow
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fucking chickened messaged would late woould buzz didnt hear word
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Binance subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://amazon-billing-center.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Binance Billing Department",notice payment failurewe were unable to process your recent payment for your binance subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestbinance billing department
ham,Lmao ok I wont be needing u to do my hair anymore.,lmao ok wont needing u hair anymore
ham,"Yup, leaving right now, be back soon",yup leaving right back soon
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz ive oredi booked slots 4 weekends liao
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",selected stay 1 250 top british hotels nothing holiday worth å350 claim call london 02072069400 bx 526 sw73ss
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe hit 2 im fucking shitin il defo try hardest 2 cum 2morow luv u millions lekdog
ham,Ya that one is slow as poo,ya one slow poo
ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boys bring perf legal
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,hello going village pub 8 either come accordingly ok
ham,U don't remember that old commercial?,u dont remember old commercial
ham,That's my honeymoon outfit. :),thats honeymoon outfit
ham,Then anything special?,anything special
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent please call 09061213237 landline å5000 cash luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16
ham,"No, I was trying it all weekend ;V",trying weekend v
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://ups-parcel-clearance.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

Royal Mail Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedroyal mail delivery team
ham,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop street
ham,"sorry brah, just finished the last of my exams, what up",sorry brah finished last exams
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,unique user id 1172 removal send stop 87239 customer services 08708034412
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe goes day job prospects yet miss love sighs
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 u care
ham,I love to wine and dine my lady!,love wine dine lady
spam,"Security Alert

We detected a new sign-in to your eBay account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://crypto-secure-auth.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

eBay Security Operations",security alertwe detected a new signin to your ebay account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal dataebay security operations
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local dates area lots new people registered area reply date start 18 wwwflirtpartyus replys150
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salary de ltgt
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi u want join sts later meeting five call u class
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court ltdecimalgt come bus stand 9
ham,And whenever you and i see we can still hook up too.,whenever see still hook
ham,"Aight, we'll head out in a few",aight well head
spam,"Security Alert

We detected a new sign-in to your Bank of America account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://secure-ms-login.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Bank of America Security Operations",security alertwe detected a new signin to your bank of america account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal databank of america security operations
ham,"Arms fine, how's Cardiff and uni? ",arms fine hows cardiff uni
ham,Where do you need to go to get it?,need go get
ham,Love it! The girls at the office may wonder why you are smiling but sore...,love girls office may wonder smiling sore
ham,\Wen u miss someone,wen u miss someone
ham,"Me, i dont know again oh",dont know oh
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala
ham,Sorry i din lock my keypad.,sorry din lock keypad
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,donate å250 unicefs asian tsunami disaster support fund texting donate 864233 å250 added next bill
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,dear voucher holder 2 claim 1st class airport lounge passes using holiday voucher call 08704439680 booking quote 1st class x 2
ham,How much did ur hdd casing cost.,much ur hdd casing cost
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,im watching lotr w sis dis aft u wan 2 meet 4 dinner nite
ham,Sir send to group mail check it.,sir send group mail check
ham,Where r we meeting?,r meeting
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate month year tel u ur life partners name method calculation reply must
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r much close heart u go away shattered plz stay
ham,Am i that much bad to avoid like this?,much bad avoid like
ham,When you guys planning on coming over?,guys planning coming
ham,Happy New Year Princess!,happy new year princess
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,u ever get song stuck head reason wont go away til u listen like 5 times
ham,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck
ham,All done? All handed in? Celebrations in full swing yet?,done handed celebrations full swing yet
ham,But i juz remembered i gotta bathe my dog today..,juz remembered gotta bathe dog today
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",dad wanted talk apartment got late start omw
ham,You still coming tonight?,still coming tonight
ham,Do you still have the grinder?,still grinder
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today would love chat dont tell look like sexy
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receive å350 award pls call claim number 09066364311 collect award selected receive valued mobile customer
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
ham,Lol they were mad at first but then they woke up and gave in.,lol mad first woke gave
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://ups-parcel-clearance.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

UPS Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedups delivery team
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy youve living jungle two years driving worried
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",hi darlin youphone im athome youwanna chat
ham,Yup,yup
ham,Just haven't decided where yet eh ?,havent decided yet eh
ham,I fetch yun or u fetch?,fetch yun u fetch
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,go openings room til thanksgiving without upcharge
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmusic listening2the weirdest track ever byåóleafcutter johnåósounds like insects molestedsomeone plumbingremixed evil men acid
ham,Thanx a lot...,thanx lot
ham,Are you driving or training?,driving training
ham,Were trying to find a Chinese food place around here,trying find chinese food place around
ham,Anything...,anything
ham,Wat Ì_ doing now?,wat ì_
ham,Wat uniform? In where get?,wat uniform get
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Apple ID subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://netflix-security-check.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Apple ID Billing Department",notice payment failurewe were unable to process your recent payment for your apple id subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestapple id billing department
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",free ringtone waiting collected simply text password mix 85069 verify get usher britney fml
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think one saying clearly ok leave need ask go come
ham,No calls..messages..missed calls,callsmessagesmissed calls
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://track-your-parcel-today.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

USPS Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedusps delivery team
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
ham,Dear i have reache room,dear reache room
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
spam,"Security Alert

We detected a new sign-in to your Chase account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://bank-alert-center.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Chase Security Operations",security alertwe detected a new signin to your chase account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datachase security operations
ham,U come n search tat vid..not finishd..,u come n search tat vidnot finishd
ham,Networking technical support associate.,networking technical support associate
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday already got fireplace another icon sitting
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,walked moms right stagwood pass right winterstone left victors hill address ltgt
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,yes one woman man please tell likes dislikes bed
ham,Watching telugu movie..wat abt u?,watching telugu moviewat abt u
ham,Not..tel software name..,nottel software name
ham,There bold 2  &lt;#&gt; . Is that yours,bold 2 ltgt
ham,Would me smoking you out help us work through this difficult time,would smoking help us work difficult time
ham,I don't think he has spatula hands!,dont think spatula hands
ham,ÌÏ dun wan to watch infernal affair?,ìï dun wan watch infernal affair
ham,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyole blacko londn
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope u get txtjourney hasnt gdnow 50 mins late think
ham,Yup i'm free...,yup im free
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poking man everyday teach canada abi saying hi
ham,I'm home. Ard wat time will u reach?,im home ard wat time u reach
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topped URL renewal pin tgxxrz
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,fine thatåõs way u feel thatåõs way gota b
ham,Who u talking about?,u talking
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindly give us back documents submitted loan stapati
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,todays vodafone numbers ending 4882 selected receive å350 award number matches call 09064019014 receive å350 award
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",realize 40 years well thousands old ladies running around tattoos
spam,"Package On Hold

Your recent Royal Mail shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://global-delivery-confirm.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
Royal Mail Customer Service",package on holdyour recent royal mail shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardsroyal mail customer service
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar hes married ìï like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go
spam,You have 1 new message. Please call 08715205273,1 new message please call 08715205273
ham,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
spam,"Package On Hold

Your recent FedEx shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://track-your-parcel-today.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
FedEx Customer Service",package on holdyour recent fedex shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardsfedex customer service
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,ok thk got u wan 2 come wat
ham,Pathaya enketa maraikara pa',pathaya enketa maraikara pa
ham,Got meh... When?,got meh
ham,S.i think he is waste for rr..,si think waste rr
spam,"Hello,

Your eBay account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://google-account-security.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
eBay Support",helloyour ebay account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsebay support
